id,status,date,time
822,0,2021-07-22,10:33:13
823,1,2021-07-22,10:33:17
824,0,2021-07-22,10:33:31
825,1,2021-07-22,10:33:35
826,0,2021-07-22,10:33:47
827,1,2021-07-22,10:33:51
828,0,2021-07-22,10:34:00
829,1,2021-07-22,10:34:04
830,0,2021-07-22,10:34:06
831,1,2021-07-22,10:34:11
832,0,2021-07-22,10:34:18
833,1,2021-07-22,10:34:22
834,0,2021-07-22,10:34:31
835,1,2021-07-22,10:34:34
836,0,2021-07-22,10:34:55
837,1,2021-07-22,10:35:00
838,0,2021-07-22,10:35:30
839,1,2021-07-22,10:35:34
840,0,2021-07-22,10:35:38
841,1,2021-07-22,10:35:46
842,0,2021-07-22,10:35:50
843,1,2021-07-22,10:35:54
844,0,2021-07-22,10:36:18
845,1,2021-07-22,10:36:24
846,0,2021-07-22,10:36:29
847,1,2021-07-22,10:36:33
848,0,2021-07-22,10:36:54
849,1,2021-07-22,10:36:57
850,0,2021-07-22,10:37:09
851,1,2021-07-22,10:37:13
852,0,2021-07-22,10:37:18
853,1,2021-07-22,10:37:22
854,0,2021-07-22,10:37:25
855,1,2021-07-22,10:37:29
856,0,2021-07-22,10:37:43
857,1,2021-07-22,10:37:45
858,0,2021-07-22,10:37:58
859,1,2021-07-22,10:38:01
860,0,2021-07-22,10:38:09
861,1,2021-07-22,10:38:11
862,0,2021-07-22,10:38:16
863,1,2021-07-22,10:38:19
864,0,2021-07-22,10:38:26
865,1,2021-07-22,10:38:29
866,0,2021-07-22,10:39:09
867,1,2021-07-22,10:39:12
868,0,2021-07-22,10:39:28
869,1,2021-07-22,10:39:34
870,0,2021-07-22,10:39:40
871,1,2021-07-22,10:39:43
872,0,2021-07-22,10:39:52
873,1,2021-07-22,10:39:56
874,0,2021-07-22,10:40:12
875,1,2021-07-22,10:40:15
876,0,2021-07-22,10:40:27
877,1,2021-07-22,10:40:30
878,0,2021-07-22,10:41:01
879,1,2021-07-22,10:41:04
880,0,2021-07-22,10:41:11
881,1,2021-07-22,10:41:17
882,0,2021-07-22,10:41:39
883,1,2021-07-22,10:41:43
884,0,2021-07-22,10:41:51
885,1,2021-07-22,10:41:55
886,0,2021-07-22,10:42:24
887,1,2021-07-22,10:42:28
888,0,2021-07-22,10:42:33
889,1,2021-07-22,10:42:37
890,0,2021-07-22,10:43:11
891,1,2021-07-22,10:43:13
892,0,2021-07-22,10:43:22
893,1,2021-07-22,10:43:27
894,0,2021-07-22,10:43:32
895,1,2021-07-22,10:43:36
896,0,2021-07-22,10:44:08
897,1,2021-07-22,10:44:12
898,0,2021-07-22,10:44:32
899,1,2021-07-22,10:44:35
900,0,2021-07-22,10:44:39
901,1,2021-07-22,10:44:42
902,0,2021-07-22,10:45:13
903,1,2021-07-22,10:45:16
904,0,2021-07-22,10:45:53
905,1,2021-07-22,10:45:56
906,0,2021-07-22,10:46:06
907,1,2021-07-22,10:46:10
908,0,2021-07-22,10:46:15
909,1,2021-07-22,10:46:18
910,0,2021-07-22,10:46:48
911,1,2021-07-22,10:46:51
912,0,2021-07-22,10:46:55
913,1,2021-07-22,10:46:58
914,0,2021-07-22,10:47:06
915,1,2021-07-22,10:47:11
916,0,2021-07-22,10:47:15
917,1,2021-07-22,10:47:19
918,0,2021-07-22,10:47:23
919,1,2021-07-22,10:47:40
920,0,2021-07-22,10:48:06
921,1,2021-07-22,10:48:09
922,0,2021-07-22,10:48:19
923,1,2021-07-22,10:48:21
924,0,2021-07-22,10:48:35
925,1,2021-07-22,10:48:38
926,0,2021-07-22,10:48:56
927,1,2021-07-22,10:49:00
928,0,2021-07-22,10:49:12
929,1,2021-07-22,10:49:15
930,0,2021-07-22,10:49:37
931,1,2021-07-22,10:49:40
932,0,2021-07-22,10:49:53
933,1,2021-07-22,10:49:57
934,0,2021-07-22,10:50:17
935,1,2021-07-22,10:50:22
936,0,2021-07-22,10:50:26
937,1,2021-07-22,10:50:30
938,0,2021-07-22,10:50:51
939,1,2021-07-22,10:50:55
940,0,2021-07-22,10:50:57
941,1,2021-07-22,10:51:00
942,0,2021-07-22,10:51:04
943,1,2021-07-22,10:51:12
944,0,2021-07-22,10:51:32
945,1,2021-07-22,10:51:36
946,0,2021-07-22,10:52:16
947,1,2021-07-22,10:52:21
948,0,2021-07-22,10:53:03
949,1,2021-07-22,10:53:07
950,0,2021-07-22,10:53:28
951,1,2021-07-22,10:53:31
952,0,2021-07-22,10:53:44
953,1,2021-07-22,10:53:47
954,0,2021-07-22,10:54:04
955,1,2021-07-22,10:54:07
956,0,2021-07-22,10:54:18
957,1,2021-07-22,10:54:21
958,0,2021-07-22,10:54:41
959,1,2021-07-22,10:54:45
960,0,2021-07-22,10:54:52
961,1,2021-07-22,10:54:55
962,0,2021-07-22,10:54:57
963,1,2021-07-22,10:55:00
964,0,2021-07-22,10:56:17
965,1,2021-07-22,10:56:21
966,0,2021-07-22,10:56:25
967,1,2021-07-22,10:56:28
968,0,2021-07-22,10:56:45
969,1,2021-07-22,10:56:50
970,0,2021-07-22,10:56:54
971,1,2021-07-22,10:56:59
972,0,2021-07-22,10:57:10
973,1,2021-07-22,10:57:14
974,0,2021-07-22,10:57:43
975,1,2021-07-22,10:57:46
976,0,2021-07-22,10:58:12
977,1,2021-07-22,10:58:16
978,0,2021-07-22,10:58:26
979,1,2021-07-22,10:58:28
980,0,2021-07-22,10:58:31
981,1,2021-07-22,10:58:34
982,0,2021-07-22,10:58:48
983,1,2021-07-22,10:59:04
984,0,2021-07-22,10:59:08
985,1,2021-07-22,10:59:11
986,0,2021-07-22,10:59:19
987,1,2021-07-22,10:59:23
988,0,2021-07-22,10:59:35
989,1,2021-07-22,10:59:38
990,0,2021-07-22,10:59:45
991,1,2021-07-22,10:59:47
992,0,2021-07-22,10:59:51
993,1,2021-07-22,10:59:56
994,0,2021-07-22,11:00:00
995,1,2021-07-22,11:00:05
996,0,2021-07-22,11:00:26
997,1,2021-07-22,11:00:31
998,0,2021-07-22,11:00:54
999,1,2021-07-22,11:00:58
1000,0,2021-07-22,11:01:02
1001,1,2021-07-22,11:01:05
1002,0,2021-07-22,11:01:13
1003,1,2021-07-22,11:01:16
1004,0,2021-07-22,11:01:34
1005,1,2021-07-22,11:01:39
1006,0,2021-07-22,11:01:43
1007,1,2021-07-22,11:01:46
1008,0,2021-07-22,11:02:47
1009,1,2021-07-22,11:02:51
1010,0,2021-07-22,11:02:54
1011,1,2021-07-22,11:02:59
1012,0,2021-07-22,11:03:02
1013,1,2021-07-22,11:03:07
1014,0,2021-07-22,11:03:13
1015,1,2021-07-22,11:03:16
1016,0,2021-07-22,11:03:26
1017,1,2021-07-22,11:03:31
1018,0,2021-07-22,11:03:41
1019,1,2021-07-22,11:03:44
1020,0,2021-07-22,11:03:56
1021,1,2021-07-22,11:04:01
1022,0,2021-07-22,11:04:03
1023,1,2021-07-22,11:04:06
1024,0,2021-07-22,11:04:13
1025,1,2021-07-22,11:04:16
1026,0,2021-07-22,11:04:19
1027,1,2021-07-22,11:04:27
1028,0,2021-07-22,11:04:31
1029,1,2021-07-22,11:04:36
1030,0,2021-07-22,11:04:50
1031,1,2021-07-22,11:04:53
1032,0,2021-07-22,11:05:10
1033,1,2021-07-22,11:05:14
1034,0,2021-07-22,11:05:20
1035,1,2021-07-22,11:05:24
1036,0,2021-07-22,11:05:37
1037,1,2021-07-22,11:05:40
1038,0,2021-07-22,11:06:14
1039,1,2021-07-22,11:06:17
1040,0,2021-07-22,11:07:47
1041,1,2021-07-22,11:07:51
1042,0,2021-07-22,11:07:55
1043,1,2021-07-22,11:08:02
1044,0,2021-07-22,11:08:29
1045,1,2021-07-22,11:08:32
1046,0,2021-07-22,11:09:47
1047,1,2021-07-22,11:09:50
1048,0,2021-07-22,11:09:55
1049,1,2021-07-22,11:09:58
1050,0,2021-07-22,11:10:02
1051,1,2021-07-22,11:10:07
1052,0,2021-07-22,11:10:43
1053,1,2021-07-22,11:10:49
1054,0,2021-07-22,11:10:52
1055,1,2021-07-22,11:10:57
1056,0,2021-07-22,11:11:06
1057,1,2021-07-22,11:11:09
1058,0,2021-07-22,11:11:29
1059,1,2021-07-22,11:11:35
1060,0,2021-07-22,11:11:39
1061,1,2021-07-22,11:11:43
1062,0,2021-07-22,11:11:53
1063,1,2021-07-22,11:11:57
1064,0,2021-07-22,11:12:01
1065,1,2021-07-22,11:12:05
1066,0,2021-07-22,11:12:24
1067,1,2021-07-22,11:12:29
1068,0,2021-07-22,11:12:33
1069,1,2021-07-22,11:12:37
1070,0,2021-07-22,11:12:41
1071,1,2021-07-22,11:12:45
1072,0,2021-07-22,11:12:53
1073,1,2021-07-22,11:13:02
1074,0,2021-07-22,11:13:06
1075,1,2021-07-22,11:13:09
1076,0,2021-07-22,11:13:14
1077,1,2021-07-22,11:13:17
1078,0,2021-07-22,11:13:20
1079,1,2021-07-22,11:13:23
1080,0,2021-07-22,11:14:06
1081,1,2021-07-22,11:14:10
1082,0,2021-07-22,11:14:14
1083,1,2021-07-22,11:14:17
1084,0,2021-07-22,11:14:35
1085,1,2021-07-22,11:14:39
1086,0,2021-07-22,11:14:41
1087,1,2021-07-22,11:14:44
1088,0,2021-07-22,11:15:04
1089,1,2021-07-22,11:15:09
1090,0,2021-07-22,11:15:40
1091,1,2021-07-22,11:15:43
1092,0,2021-07-22,11:15:52
1093,1,2021-07-22,11:15:56
1094,0,2021-07-22,11:16:00
1095,1,2021-07-22,11:16:03
1096,0,2021-07-22,11:16:26
1097,1,2021-07-22,11:16:29
1098,0,2021-07-22,11:16:41
1099,1,2021-07-22,11:16:44
1100,0,2021-07-22,11:16:48
1101,1,2021-07-22,11:16:51
1102,0,2021-07-22,11:16:57
1103,1,2021-07-22,11:17:00
1104,0,2021-07-22,11:17:03
1105,1,2021-07-22,11:17:07
1106,0,2021-07-22,11:17:13
1107,1,2021-07-22,11:17:16
1108,0,2021-07-22,11:17:21
1109,1,2021-07-22,11:17:24
1110,0,2021-07-22,11:17:28
1111,1,2021-07-22,11:17:36
1112,0,2021-07-22,11:17:40
1113,1,2021-07-22,11:17:44
1114,0,2021-07-22,11:17:47
1115,1,2021-07-22,11:17:51
1116,0,2021-07-22,11:17:59
1117,1,2021-07-22,11:18:01
1118,0,2021-07-22,11:18:18
1119,1,2021-07-22,11:18:23
1120,0,2021-07-22,11:18:31
1121,1,2021-07-22,11:18:35
1122,0,2021-07-22,11:18:52
1123,1,2021-07-22,11:18:55
1124,0,2021-07-22,11:19:04
1125,1,2021-07-22,11:19:08
1126,0,2021-07-22,11:19:29
1127,1,2021-07-22,11:19:33
1128,0,2021-07-22,11:19:47
1129,1,2021-07-22,11:19:53
1130,0,2021-07-22,11:20:08
1131,1,2021-07-22,11:20:12
1132,0,2021-07-22,11:20:38
1133,1,2021-07-22,11:20:42
1134,0,2021-07-22,11:21:06
1135,1,2021-07-22,11:21:11
1136,0,2021-07-22,11:22:31
1137,1,2021-07-22,11:22:35
1138,0,2021-07-22,11:22:50
1139,1,2021-07-22,11:22:53
1140,0,2021-07-22,11:23:07
1141,1,2021-07-22,11:23:10
1142,0,2021-07-22,11:23:17
1143,1,2021-07-22,11:23:26
1144,0,2021-07-22,11:23:31
1145,1,2021-07-22,11:23:35
1146,0,2021-07-22,11:23:46
1147,1,2021-07-22,11:23:49
1148,0,2021-07-22,11:23:59
1149,1,2021-07-22,11:24:03
1150,0,2021-07-22,11:24:19
1151,1,2021-07-22,11:24:23
1152,0,2021-07-22,11:25:05
1153,1,2021-07-22,11:25:09
1154,0,2021-07-22,11:25:13
1155,1,2021-07-22,11:25:17
1156,0,2021-07-22,11:25:31
1157,1,2021-07-22,11:25:35
1158,0,2021-07-22,11:25:58
1159,1,2021-07-22,11:26:00
1160,0,2021-07-22,11:26:05
1161,1,2021-07-22,11:26:09
1162,0,2021-07-22,11:27:22
1163,1,2021-07-22,11:27:24
1164,0,2021-07-22,11:27:47
1165,1,2021-07-22,11:27:50
1166,0,2021-07-22,11:27:52
1167,1,2021-07-22,11:27:56
1168,0,2021-07-22,11:27:58
1169,1,2021-07-22,11:28:06
1170,0,2021-07-22,11:28:15
1171,1,2021-07-22,11:28:19
1172,0,2021-07-22,11:28:23
1173,1,2021-07-22,11:28:28
1174,0,2021-07-22,11:28:32
1175,1,2021-07-22,11:28:36
1176,0,2021-07-22,11:28:39
1177,1,2021-07-22,11:28:42
1178,0,2021-07-22,11:28:59
1179,1,2021-07-22,11:29:03
1180,0,2021-07-22,11:29:15
1181,1,2021-07-22,11:29:21
1182,0,2021-07-22,11:29:27
1183,1,2021-07-22,11:29:31
1184,0,2021-07-22,11:29:35
1185,1,2021-07-22,11:29:38
1186,0,2021-07-22,11:29:42
1187,1,2021-07-22,11:29:47
1188,0,2021-07-22,11:29:53
1189,1,2021-07-22,11:29:55
1190,0,2021-07-22,11:29:59
1191,1,2021-07-22,11:30:06
1192,0,2021-07-22,11:30:10
1193,1,2021-07-22,11:30:14
1194,0,2021-07-22,11:30:21
1195,1,2021-07-22,11:30:23
1196,0,2021-07-22,11:30:29
1197,1,2021-07-22,11:30:32
1198,0,2021-07-22,11:30:42
1199,1,2021-07-22,11:30:45
1200,0,2021-07-22,11:31:03
1201,1,2021-07-22,11:31:08
1202,0,2021-07-22,11:31:23
1203,1,2021-07-22,11:31:27
1204,0,2021-07-22,11:31:36
1205,1,2021-07-22,11:31:39
1206,0,2021-07-22,11:31:45
1207,1,2021-07-22,11:31:49
1208,0,2021-07-22,11:31:57
1209,1,2021-07-22,11:32:02
1210,0,2021-07-22,11:32:05
1211,1,2021-07-22,11:32:10
1212,0,2021-07-22,11:32:16
1213,1,2021-07-22,11:32:20
1214,0,2021-07-22,11:32:24
1215,1,2021-07-22,11:32:27
1216,0,2021-07-22,11:32:50
1217,1,2021-07-22,11:32:52
1218,0,2021-07-22,11:33:01
1219,1,2021-07-22,11:33:06
1220,0,2021-07-22,11:34:40
1221,1,2021-07-22,11:34:43
1222,0,2021-07-22,11:35:14
1223,1,2021-07-22,11:35:19
1224,0,2021-07-22,11:35:35
1225,1,2021-07-22,11:35:39
1226,0,2021-07-22,11:35:44
1227,1,2021-07-22,11:35:47
1228,0,2021-07-22,11:35:55
1229,1,2021-07-22,11:35:59
1230,0,2021-07-22,11:36:08
1231,1,2021-07-22,11:36:12
1232,0,2021-07-22,11:36:30
1233,1,2021-07-22,11:36:33
1234,0,2021-07-22,11:37:01
1235,1,2021-07-22,11:37:04
1236,0,2021-07-22,11:37:28
1237,1,2021-07-22,11:37:33
1238,0,2021-07-22,11:38:02
1239,1,2021-07-22,11:38:05
1240,0,2021-07-22,11:38:07
1241,1,2021-07-22,11:38:09
1242,0,2021-07-22,11:39:16
1243,1,2021-07-22,11:39:20
1244,0,2021-07-22,11:39:28
1245,1,2021-07-22,11:39:31
1246,0,2021-07-22,11:39:35
1247,1,2021-07-22,11:39:40
1248,0,2021-07-22,11:39:51
1249,1,2021-07-22,11:39:53
1250,0,2021-07-22,11:40:15
1251,1,2021-07-22,11:40:19
1252,0,2021-07-22,11:40:23
1253,1,2021-07-22,11:40:27
1254,0,2021-07-22,11:40:39
1255,1,2021-07-22,11:40:44
1256,0,2021-07-22,11:40:52
1257,1,2021-07-22,11:40:55
1258,0,2021-07-22,11:41:05
1259,1,2021-07-22,11:41:10
1260,0,2021-07-22,11:41:16
1261,1,2021-07-22,11:41:20
1262,0,2021-07-22,11:41:30
1263,1,2021-07-22,11:41:34
1264,0,2021-07-22,11:41:43
1265,1,2021-07-22,11:41:46
1266,0,2021-07-22,11:42:29
1267,1,2021-07-22,11:42:35
1268,0,2021-07-22,11:42:39
1269,1,2021-07-22,11:42:45
1270,0,2021-07-22,11:42:49
1271,1,2021-07-22,11:42:53
1272,0,2021-07-22,11:42:57
1273,1,2021-07-22,11:42:59
1274,0,2021-07-22,11:43:09
1275,1,2021-07-22,11:43:12
1276,0,2021-07-22,11:43:17
1277,1,2021-07-22,11:43:21
1278,0,2021-07-22,11:43:32
1279,1,2021-07-22,11:43:39
1280,0,2021-07-22,11:44:01
1281,1,2021-07-22,11:44:04
1282,0,2021-07-22,11:44:32
1283,1,2021-07-22,11:44:36
1284,0,2021-07-22,11:44:44
1285,1,2021-07-22,11:44:47
1286,0,2021-07-22,11:44:51
1287,1,2021-07-22,11:44:55
1288,0,2021-07-22,11:45:03
1289,1,2021-07-22,11:45:07
1290,0,2021-07-22,11:45:12
1291,1,2021-07-22,11:45:15
1292,0,2021-07-22,11:46:01
1293,1,2021-07-22,11:46:06
1294,0,2021-07-22,11:46:20
1295,1,2021-07-22,11:46:24
1296,0,2021-07-22,11:46:38
1297,1,2021-07-22,11:46:42
1298,0,2021-07-22,11:46:46
1299,1,2021-07-22,11:46:48
1300,0,2021-07-22,11:46:52
1301,1,2021-07-22,11:46:56
1302,0,2021-07-22,11:47:09
1303,1,2021-07-22,11:47:13
1304,0,2021-07-22,11:47:17
1305,1,2021-07-22,11:47:21
1306,0,2021-07-22,11:48:02
1307,1,2021-07-22,11:48:06
1308,0,2021-07-22,11:48:29
1309,1,2021-07-22,11:48:32
1310,0,2021-07-22,11:48:36
1311,1,2021-07-22,11:48:40
1312,0,2021-07-22,11:48:43
1313,1,2021-07-22,11:48:46
1314,1,2021-07-22,13:45:09
1315,0,2021-07-22,13:45:11
1316,1,2021-07-22,13:45:18
1317,0,2021-07-22,13:45:22
1318,1,2021-07-22,13:45:26
1319,0,2021-07-22,13:45:32
1320,1,2021-07-22,13:45:35
1321,0,2021-07-22,13:45:39
1322,1,2021-07-22,13:45:51
1323,0,2021-07-22,13:45:55
1324,1,2021-07-22,13:45:58
1325,0,2021-07-22,13:46:02
1326,1,2021-07-22,13:46:18
1327,0,2021-07-22,13:46:25
1328,1,2021-07-22,13:46:35
1329,0,2021-07-22,13:46:39
1330,1,2021-07-22,13:46:42
1331,0,2021-07-22,13:46:56
1332,1,2021-07-22,13:46:59
1333,0,2021-07-22,13:47:01
1334,1,2021-07-22,13:47:04
1335,0,2021-07-22,13:47:08
1336,1,2021-07-22,13:47:16
1337,0,2021-07-22,13:47:20
1338,1,2021-07-22,13:47:23
1339,0,2021-07-22,13:47:26
1340,1,2021-07-22,13:47:29
1341,0,2021-07-22,13:47:32
1342,1,2021-07-22,13:47:34
1343,0,2021-07-22,13:47:46
1344,1,2021-07-22,13:47:48
1345,0,2021-07-22,13:48:05
1346,1,2021-07-22,13:48:09
1347,0,2021-07-22,13:48:18
1348,1,2021-07-22,13:48:22
1349,1,2021-07-24,12:31:46
1350,0,2021-07-24,12:31:56
1351,1,2021-07-24,12:32:37
1352,0,2021-07-24,12:33:06
1353,1,2021-07-24,12:33:10
1354,0,2021-07-24,12:33:17
1355,1,2021-07-24,12:33:20
1356,0,2021-07-24,12:33:27
1357,1,2021-07-24,12:33:30
1358,0,2021-07-24,12:33:34
1359,1,2021-07-24,12:35:05
1360,0,2021-07-24,12:35:13
1361,1,2021-07-24,12:35:15
1362,0,2021-07-24,12:35:18
1363,1,2021-07-24,12:38:34
1364,0,2021-07-24,12:38:42
1365,1,2021-07-24,12:38:50
1366,0,2021-07-24,12:38:54
1367,1,2021-07-24,12:38:59
1368,0,2021-07-24,12:39:03
1369,1,2021-07-24,12:39:21
1370,0,2021-07-24,12:39:25
1371,1,2021-07-24,12:39:29
1372,0,2021-07-24,12:39:33
1373,1,2021-07-24,12:39:40
1374,0,2021-07-24,12:39:43
1375,1,2021-07-24,12:39:51
1376,0,2021-07-24,12:39:55
1377,1,2021-07-24,12:41:33
1378,0,2021-07-24,12:41:38
1379,1,2021-07-24,12:41:43
1380,0,2021-07-24,12:41:47
1381,1,2021-07-24,12:41:57
1382,0,2021-07-24,12:42:01
1383,1,2021-07-24,12:42:08
1384,0,2021-07-24,12:42:11
1385,1,2021-07-24,12:42:38
1386,0,2021-07-24,12:42:42
1387,1,2021-07-24,12:42:59
1388,0,2021-07-24,12:43:03
1389,1,2021-07-24,12:43:12
1390,0,2021-07-24,12:43:18
1391,1,2021-07-24,12:46:29
1392,0,2021-07-24,12:46:33
1393,1,2021-07-24,12:46:48
1394,0,2021-07-24,12:46:52
1395,1,2021-07-24,12:46:56
1396,0,2021-07-24,12:47:00
1397,1,2021-07-24,12:47:12
1398,0,2021-07-24,12:47:18
1399,1,2021-07-24,12:47:34
1400,0,2021-07-24,12:47:38
1401,1,2021-07-24,12:47:41
1402,0,2021-07-24,12:47:47
1403,1,2021-07-24,12:47:52
1404,0,2021-07-24,12:47:56
1405,1,2021-07-24,12:48:00
1406,0,2021-07-24,12:48:04
1407,1,2021-07-24,12:48:18
1408,0,2021-07-24,12:48:23
1409,1,2021-07-24,12:48:28
1410,0,2021-07-24,12:48:31
1411,1,2021-07-24,12:48:48
1412,0,2021-07-24,12:48:55
1413,1,2021-07-24,12:49:17
1414,0,2021-07-24,12:49:21
1415,1,2021-07-24,12:49:29
1416,0,2021-07-24,12:49:33
1417,1,2021-07-24,12:49:40
1418,0,2021-07-24,12:49:48
1419,1,2021-07-24,12:50:00
1420,0,2021-07-24,12:50:04
1421,1,2021-07-24,12:50:08
1422,1,2021-07-24,12:50:45
1423,0,2021-07-24,12:51:21
1424,1,2021-07-24,12:51:24
1425,0,2021-07-24,12:52:31
1426,1,2021-07-24,12:52:35
1427,0,2021-07-24,12:52:41
1428,1,2021-07-24,12:52:46
1429,0,2021-07-24,12:53:05
1430,1,2021-07-24,12:53:08
1431,0,2021-07-24,12:53:31
1432,1,2021-07-24,12:53:33
1433,0,2021-07-24,12:53:37
1434,1,2021-07-24,12:53:43
1435,0,2021-07-24,12:53:48
1436,1,2021-07-24,12:53:51
1437,0,2021-07-24,12:54:02
1438,1,2021-07-24,12:54:06
1439,0,2021-07-24,12:54:10
1440,1,2021-07-24,12:54:14
1441,0,2021-07-24,12:54:23
1442,1,2021-07-24,12:54:27
1443,0,2021-07-24,12:54:36
1444,1,2021-07-24,12:54:40
1445,0,2021-07-24,12:54:48
1446,1,2021-07-24,12:54:53
1447,0,2021-07-24,12:54:57
1448,1,2021-07-24,12:55:00
1449,0,2021-07-24,12:55:30
1450,1,2021-07-24,12:55:33
1451,0,2021-07-24,12:55:36
1452,1,2021-07-24,12:55:40
1453,0,2021-07-24,12:55:43
1454,1,2021-07-24,12:55:47
1455,0,2021-07-24,12:55:59
1456,1,2021-07-24,12:56:03
1457,0,2021-07-24,12:56:07
1458,1,2021-07-24,12:56:11
1459,0,2021-07-24,12:56:18
1460,1,2021-07-24,12:56:23
1461,0,2021-07-24,12:56:27
1462,1,2021-07-24,12:56:29
1463,0,2021-07-24,12:56:54
1464,1,2021-07-24,12:56:58
1465,0,2021-07-24,12:57:15
1466,1,2021-07-24,12:57:19
1467,0,2021-07-24,12:57:27
1468,1,2021-07-24,12:57:30
1469,0,2021-07-24,12:57:38
1470,1,2021-07-24,12:57:41
1471,0,2021-07-24,12:57:52
1472,1,2021-07-24,12:57:56
1473,0,2021-07-24,12:58:20
1474,1,2021-07-24,12:58:23
1475,0,2021-07-24,12:58:38
1476,1,2021-07-24,12:58:41
1477,0,2021-07-24,12:58:53
1478,1,2021-07-24,12:58:57
1479,0,2021-07-24,12:59:05
1480,1,2021-07-24,12:59:09
1481,0,2021-07-24,12:59:12
1482,1,2021-07-24,12:59:17
1483,0,2021-07-24,12:59:21
1484,1,2021-07-24,12:59:25
1485,0,2021-07-24,12:59:28
1486,1,2021-07-24,12:59:30
1487,0,2021-07-24,12:59:54
1488,1,2021-07-24,13:00:02
1489,0,2021-07-24,13:00:09
1490,1,2021-07-24,13:00:11
1491,0,2021-07-24,13:00:14
1492,1,2021-07-24,13:00:16
1493,0,2021-07-24,13:00:56
1494,1,2021-07-24,13:01:01
1495,0,2021-07-24,13:01:23
1496,1,2021-07-24,13:01:26
1497,0,2021-07-24,13:02:06
1498,1,2021-07-24,13:02:09
1499,0,2021-07-24,13:03:00
1500,1,2021-07-24,13:03:03
1501,0,2021-07-24,13:03:07
1502,1,2021-07-24,13:03:11
1503,0,2021-07-24,13:03:17
1504,1,2021-07-24,13:03:24
1505,0,2021-07-24,13:03:28
1506,1,2021-07-24,13:03:37
1507,0,2021-07-24,13:03:41
1508,1,2021-07-24,13:03:45
1509,0,2021-07-24,13:04:01
1510,1,2021-07-24,13:04:05
1511,0,2021-07-24,13:04:17
1512,1,2021-07-24,13:04:21
1513,0,2021-07-24,13:04:54
1514,1,2021-07-24,13:05:02
1515,0,2021-07-24,13:05:18
1516,1,2021-07-24,13:05:25
1517,0,2021-07-24,13:05:32
1518,1,2021-07-24,13:05:36
1519,0,2021-07-24,13:05:39
1520,1,2021-07-24,13:05:43
1521,0,2021-07-24,13:05:48
1522,1,2021-07-24,13:05:54
1523,0,2021-07-24,13:05:57
1524,1,2021-07-24,13:06:01
1525,0,2021-07-24,13:06:05
1526,1,2021-07-24,13:06:09
1527,0,2021-07-24,13:06:24
1528,1,2021-07-24,13:06:28
1529,0,2021-07-24,13:06:45
1530,1,2021-07-24,13:06:47
1531,0,2021-07-24,13:07:10
1532,1,2021-07-24,13:07:13
1533,0,2021-07-24,13:08:01
1534,1,2021-07-24,13:08:09
1535,0,2021-07-24,13:08:37
1536,1,2021-07-24,13:08:41
1537,0,2021-07-24,13:08:50
1538,1,2021-07-24,13:08:53
1539,0,2021-07-24,13:08:57
1540,1,2021-07-24,13:09:02
1541,0,2021-07-24,13:09:09
1542,1,2021-07-24,13:09:21
1543,0,2021-07-24,13:09:50
1544,1,2021-07-24,13:10:02
1545,0,2021-07-24,13:10:04
1546,1,2021-07-24,13:10:12
1547,0,2021-07-24,13:10:16
1548,1,2021-07-24,13:10:21
1549,0,2021-07-24,13:10:32
1550,1,2021-07-24,13:10:38
1551,0,2021-07-24,13:10:48
1552,1,2021-07-24,13:10:52
1553,0,2021-07-24,13:10:56
1554,1,2021-07-24,13:11:02
1555,0,2021-07-24,13:11:06
1556,1,2021-07-24,13:11:10
1557,0,2021-07-24,13:11:27
1558,1,2021-07-24,13:11:31
1559,0,2021-07-24,13:11:37
1560,1,2021-07-24,13:11:41
1561,0,2021-07-24,13:11:55
1562,1,2021-07-24,13:11:58
1563,0,2021-07-24,13:12:25
1564,1,2021-07-24,13:12:29
1565,0,2021-07-24,13:12:41
1566,1,2021-07-24,13:12:45
1567,0,2021-07-24,13:12:49
1568,1,2021-07-24,13:12:56
1569,0,2021-07-24,13:13:01
1570,1,2021-07-24,13:13:07
1571,0,2021-07-24,13:13:20
1572,1,2021-07-24,13:13:22
1573,0,2021-07-24,13:13:25
1574,1,2021-07-24,13:13:27
1575,0,2021-07-24,13:13:31
1576,1,2021-07-24,13:13:37
1577,0,2021-07-24,13:13:41
1578,1,2021-07-24,13:13:47
1579,0,2021-07-24,13:13:51
1580,1,2021-07-24,13:13:55
1581,0,2021-07-24,13:14:10
1582,1,2021-07-24,13:14:12
1583,0,2021-07-24,13:14:30
1584,1,2021-07-24,13:14:36
1585,0,2021-07-24,13:14:40
1586,1,2021-07-24,13:14:43
1587,0,2021-07-24,13:14:51
1588,1,2021-07-24,13:14:55
1589,0,2021-07-24,13:15:22
1590,1,2021-07-24,13:15:29
1591,0,2021-07-24,13:15:33
1592,1,2021-07-24,13:15:36
1593,0,2021-07-24,13:15:40
1594,1,2021-07-24,13:15:43
1595,0,2021-07-24,13:15:47
1596,1,2021-07-24,13:15:51
1597,0,2021-07-24,13:16:05
1598,1,2021-07-24,13:16:08
1599,0,2021-07-24,13:16:33
1600,1,2021-07-24,13:16:37
1601,0,2021-07-24,13:16:41
1602,1,2021-07-24,13:16:45
1603,0,2021-07-24,13:16:57
1604,1,2021-07-24,13:17:01
1605,0,2021-07-24,13:17:06
1606,1,2021-07-24,13:17:11
1607,0,2021-07-24,13:17:15
1608,1,2021-07-24,13:17:19
